vigesimoprimero	veintiuno
vigesimoprimera	veintiuno
vigesimoprimer	veintiuno
vigésimosegundo	veintidós
vigésimosegunda	veintidós
vigésimotercero	veintitrés
vigésimotercera	veintitrés
vigésimotercer	veintitrés
vigésimocuarto	veinticuatro
vigésimocuarta	veinticuatro
vigésimoquinto	veinticinco
vigésimoquinta	veinticinco
vigésimosexto	veintiséis
vigésimosexta	veintiséis
vigésimoséptimo	veintisiete
vigésimoséptima	veintisiete
vigésimooctavo	veintiocho
vigésimooctava	veintiocho
vigésimonoveno	veintinueve
vigésimonovena	veintinueve
